...1,Class,Order,Country.list,Region,system,biome,realm,year,abundance
36384,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1981,8.05
36385,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1981,8.05
36605,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1981,16.3
36606,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1981,7.99
36607,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1981,7.99
36618,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1981,14.3
36619,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1981,14.3
36641,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1981,19.9
36642,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1981,19.9
36694,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1981,20.4
36755,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1981,31.2
36756,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1981,31.2
36789,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1981,46.4
36790,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1981,46.4
38034,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1981,117
38035,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1981,117
38229,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1981,234
38230,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1981,234
38651,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1981,2.61
38934,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1981,61.33
38935,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1981,61.33
39646,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1982,3.53
39647,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1982,3.53
40077,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,8.07
40078,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,8.07
40117,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,7.44
40118,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,7.44
40339,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1982,15.4
40340,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,6.05
40341,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,6.05
40353,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,11.2
40354,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,11.2
40376,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,18
40377,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,18
40428,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1982,16.8
40488,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1982,29.8
40489,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1982,29.8
40522,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1982,45.1
40523,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1982,45.1
41836,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1982,94
41837,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1982,94
42026,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1982,210
42027,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1982,210
42485,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1982,1.83
42766,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1982,58.36
42767,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1982,58.36
42864,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1982,15271
42865,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1982,15271
43529,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1983,3.56
43530,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1983,3.56
43956,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,7.53
43957,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,7.53
43996,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,6.88
43997,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,6.88
44210,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1983,15.1
44211,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,6.64
44212,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,6.64
44225,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,12.2
44226,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,12.2
44247,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,18.7
44248,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,18.7
44296,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1983,17.6
44350,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1983,31.2
44351,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1983,31.2
44381,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1983,42.6
44382,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1983,42.6
45724,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1983,106
45725,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1983,106
45922,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1983,192
45923,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1983,192
46492,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1983,1.96
46774,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1983,55.56
46775,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1983,55.56
46887,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1983,8136
46888,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1983,8136
46924,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1983,6
46925,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1983,6
47566,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1984,3.86
47567,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1984,3.86
47991,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,6.97
47992,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,6.97
48031,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,6.41
48032,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,6.41
48254,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1984,15
48255,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,5.55
48256,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,5.55
48269,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,11.1
48270,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,11.1
48292,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,16.4
48293,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,16.4
48345,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1984,16.2
48404,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1984,31.8
48405,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1984,31.8
48442,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1984,42.8
48443,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1984,42.8
49866,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1984,94
49867,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1984,94
50068,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1984,188
50069,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1984,188
50667,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1984,2.92
50969,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1984,52.22
50970,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1984,52.22
51102,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1984,6205
51103,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1984,6205
51137,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1984,6
51138,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1984,6
51765,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1985,3.44
51766,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1985,3.44
52194,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,7.61
52195,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,7.61
52234,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,6.47
52235,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,6.47
52457,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1985,13
52458,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,5.64
52459,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,5.64
52473,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,10
52474,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,10
52495,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,15.8
52496,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,15.8
52548,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1985,14.8
52606,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1985,24.6
52607,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1985,24.6
52638,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1985,37
52639,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1985,37
54175,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1985,94
54176,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1985,94
54407,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1985,185
54408,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1985,185
55094,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1985,2.31
55377,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1985,50.75
55378,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1985,50.75
55522,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1985,6212
55523,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1985,6212
55569,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1985,6
55570,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1985,6
56196,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1986,3.57
56197,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1986,3.57
56619,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,6.51
56620,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,6.51
56659,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,5.74
56660,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,5.74
56877,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1986,12.7
56878,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,5.12
56879,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,5.12
56892,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,10.6
56893,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,10.6
56914,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,16.6
56915,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,16.6
56963,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1986,15.1
57018,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1986,26.1
57019,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1986,26.1
57050,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1986,34
57051,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1986,34
58653,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1986,88
58654,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1986,88
58888,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1986,183
58889,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1986,183
59609,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1986,3.07
59907,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1986,48.86
59908,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1986,48.86
60048,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1986,7240
60049,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1986,7240
60111,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1986,8
60112,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1986,8
60746,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1987,3.5
60747,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1987,3.5
61169,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,6.53
61170,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,6.53
61208,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,5.63
61209,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,5.63
61422,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1987,13.4
61423,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,5.39
61424,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,5.39
61437,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,8.59
61438,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,8.59
61459,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,16.4
61460,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,16.4
61508,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1987,12.7
61563,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1987,27.2
61564,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1987,27.2
61595,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1987,39.1
61596,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1987,39.1
63442,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1987,95
63443,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1987,95
63689,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1987,178
63690,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1987,178
64391,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1987,2.13
64701,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1987,49.03
64702,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1987,49.03
64843,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1987,8165
64844,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1987,8165
64902,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1987,14
64903,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1987,14
65583,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1988,3.65
65584,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1988,3.65
66005,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,6.27
66006,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,6.27
66044,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,5.3
66045,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,5.3
66254,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1988,13.7
66255,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,4.08
66256,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,4.08
66269,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,7.13
66270,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,7.13
66289,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,15.7
66290,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,15.7
66338,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1988,11
66393,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1988,33
66394,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1988,33
66424,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1988,34.8
66425,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1988,34.8
68101,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1988,97
68102,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1988,97
68378,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1988,168
68379,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1988,168
69139,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1988,2.12
69456,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1988,48.28
69457,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1988,48.28
69597,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1988,6541
69598,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1988,6541
69658,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1988,34
69659,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1988,34
70321,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1989,3.36
70322,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1989,3.36
70741,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,6.18
70742,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,6.18
70780,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,4.97
70781,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,4.97
70989,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1989,11.1
70990,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,4.25
70991,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,4.25
71004,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,6.84
71005,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,6.84
71025,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,12.7
71026,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,12.7
71074,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,1989,10.5
71128,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1989,21.7
71129,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,1989,21.7
71159,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1989,31.4
71160,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1989,31.4
72909,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1989,100
72910,Aves,Passeriformes,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,1989,100
73174,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1989,161
73175,Aves,Passeriformes,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,1989,161
73983,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,1989,2.25
74311,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1989,42.89
74312,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,1989,42.89
74466,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1989,7059
74467,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,1989,7059
74560,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1989,32
74561,Aves,Passeriformes,France,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,1989,32
